Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24
NA,4,1,3,1,5,2,4,1,1,2,6,NA,1,4,3,1,2,3,3,NA,4,1,3
